name,role,bat_style,field_style,awards,importance,1st position batting,2nd position batting,3rd position batting,4th position batting,5th position batting,6th position batting,7th position batting,runs,batting_average,batting_innings,strike_rate,fours,sixes,bowl_style,bowling_innings,wickets,bowling_average,economy_rate,5th position bowling,6th position bowling,7th position bowling,8th position bowling,8th position batting,1st position bowling,2nd position bowling,3rd position bowling,4th position bowling,9th position batting,10th position batting,11th position batting,10th position bowling,11th position bowling,9th position bowling
Dan Lawrence,AllRounder,right-hand bat,0.0,11.0,0.972027972027972,21.95,23.66,26.97,25.24,27.11,16.0,0.0,3116.0,24.53,137.0,140.29,279.0,112.0,right-arm offbreak,75.0,0.0,7.93,17.1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Smith,AllRounder,right-hand bat,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,1.0,0.0,0.0,0.0,right-arm medium-fast,0.0,0.0,6.5,16.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
James Anderson,Bowler,left-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.75,10.0,88.46,3.0,0.0,right-arm fast-medium,44.0,41.0,32.14,8.47,0.0,0.0,0.0,0.0,0.0,17.0,22.0,0.0,2.0,16.0,6.0,0.5,0.0,0.0,0.0
Kyle Jamieson,Bowler,right-hand bat,0.0,0.0,0.948717948717948,0.0,0.0,0.0,0.0,0.0,29.0,36.6,458.0,22.9,43.0,132.75,37.0,12.0,right-arm fast-medium,77.0,89.0,24.49,8.01,0.0,0.0,0.0,0.0,12.12,19.0,42.0,26.0,2.0,25.0,24.0,0.0,0.0,0.0,0.0
Chris Jordan,Bowler,right-hand bat,0.0,9.0,1.084010840108401,0.0,24.0,31.0,25.0,77.0,26.08,20.07,2355.0,17.06,239.0,131.49,164.0,113.0,right-arm fast-medium,388.0,0.0,8.62,18.9,0.0,0.0,0.0,0.0,15.39,0.0,0.0,0.0,0.0,9.89,4.33,0.0,0.0,0.0,0.0
Hasan Mahmud,Bowler,right-hand bat,0.0,2.0,1.126582278481012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,9.0,26.0,83.07,7.0,0.0,right-arm fast-medium,84.0,87.0,26.45,7.88,16.0,2.0,0.0,0.0,0.0,5.0,12.0,29.0,23.0,3.0,8.4,0.0,0.0,0.0,0.0
Tymal Mills,Bowler,right-hand bat,0.0,2.0,1.161904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,5.71,54.0,92.48,16.0,6.0,left-arm fast,228.0,0.0,8.26,16.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.28,6.41,4.5,0.0,0.0,0.0
David Payne,Bowler,right-hand bat,0.0,6.0,0.928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,7.09,57.0,114.7,6.0,13.0,left-arm fast-medium,191.0,0.0,8.13,16.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,8.37,7.33,5.11,0.0,0.0,0.0
Nahid Rana,Bowler,right-hand bat,0.0,2.0,1.428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.33,6.0,17.39,0.0,0.0,right-arm fast,17.0,14.0,37.14,8.52,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.33,0.0,0.0,0.0
Prayas Ray Barman,Batter,right-hand bat,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,8.4,5.0,105.0,4.0,1.0,legbreak googly,9.0,7.0,30.0,8.4,5.0,0.0,2.0,0.0,11.66,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
Jafar Jamal,Batter,right-hand bat,0.0,0.0,1.105263157894737,0.0,0.0,0.0,1.0,26.0,14.25,21.0,202.0,16.83,16.0,138.35,14.0,12.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayaz Khan,Batter,right-hand bat,0.0,2.0,0.7333333333333331,0.0,0.0,0.0,0.0,0.0,37.0,21.5,140.0,23.33,9.0,181.81,9.0,12.0,right-arm medium,11.0,15.0,17.6,7.54,2.0,1.0,0.0,0.0,17.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaushik Maity,Batter,left-hand bat,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,slow left-arm orthodox,0.0,0.0,8.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Rituraj Sharma,Batter,right-hand bat,0.0,4.0,1.035714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.37,36.0,77.9,5.0,2.0,right-arm fast-medium,172.0,151.0,31.27,7.83,3.0,1.0,0.0,0.0,0.0,58.0,70.0,16.0,3.0,2.0,4.71,0.0,0.0,0.0,0.0
Vaibhav Suryavanshi,Batter,left-hand bat,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,2.0,0.0,slow left-arm orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kartik Chadha,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Writtick Chatterjee,AllRounder,right-hand bat,0.0,0.0,2.32,0.0,0.0,34.5,15.66,23.0,28.66,13.33,354.0,19.66,24.0,126.88,26.0,15.0,right-arm offbreak,36.0,30.0,23.43,6.44,2.0,11.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Prerit Dutta,AllRounder,left-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow left-arm orthodox,0.0,0.0,4.83,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajneesh Gurbani,AllRounder,right-hand bat,0.0,0.0,0.8888888888888881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.5,6.0,51.85,1.0,0.0,right-arm medium,17.0,15.0,29.2,7.96,0.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Shubhang Hegde,AllRounder,left-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,43.0,54.0,1.0,0.0,9.0,0.0,slow left-arm orthodox,0.0,0.0,8.61,78.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Saransh Jain,AllRounder,left-hand bat,0.0,0.0,1.222222222222222,0.0,0.0,0.0,0.0,7.5,8.0,0.0,37.0,6.16,8.0,67.27,0.0,0.0,right-arm offbreak,17.0,18.0,19.11,6.25,7.0,3.0,1.0,0.0,3.5,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Ripal Patel,AllRounder,right-hand bat,0.0,0.0,1.529411764705882,0.0,0.0,33.0,0.0,13.5,16.22,33.83,495.0,21.52,34.0,142.65,33.0,30.0,right-arm medium-fast,7.0,1.0,112.0,9.33,0.0,1.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akash Vashisht,AllRounder,right-hand bat,0.0,5.0,1.155172413793103,0.0,14.0,31.5,42.28,50.66,13.33,24.0,1719.0,32.43,63.0,125.01,146.0,60.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anirudh Kanwar,Bowler,right-hand bat,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right-arm medium-fast,0.0,0.0,6.45,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shubham Kapse,Bowler,right-hand bat,0.0,0.0,1.125,0.0,0.0,0.0,34.0,0.0,0.0,0.0,220.0,31.42,17.0,134.96,11.0,10.0,legbreak googly,25.0,32.0,15.84,6.31,15.0,10.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,15.5,0.0,0.0,0.0,0.0,0.0
Atif Mushtaq,Bowler,right-hand bat,0.0,1.0,1.291666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,6.87,10.0,112.24,8.0,0.0,legbreak googly,28.0,42.0,13.8,5.88,11.0,2.0,0.0,0.0,16.0,0.0,0.0,5.0,24.0,3.2,2.0,0.0,0.0,0.0,0.0
Dipesh Parwani,Bowler,left-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,left-arm medium-fast,0.0,0.0,10.43,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Manish Reddy,Bowler,right-hand bat,0.0,3.0,0.7710843373493971,23.4,44.57,6.33,11.2,10.25,9.62,9.0,1096.0,18.89,66.0,94.89,107.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
Chetan Sharma,Bowler,left-hand bat,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,1.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avinash Singh,Bowler,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Alick Athanaze,AllRounder,left-hand bat,0.0,1.0,1.545454545454545,96.0,6.0,110.0,198.0,50.0,0.0,0.0,76.0,460.0,4.0,0.0,25.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hilton Cartwright,AllRounder,right-hand bat,0.0,2.0,1.025423728813559,77.0,38.33,26.26,24.33,24.18,32.8,25.0,2287.0,27.89,110.0,124.7,181.0,81.0,right-arm medium,12.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Drakes,AllRounder,left-hand bat,0.0,1.0,0.9333333333333332,0.0,0.0,0.0,0.0,1.0,21.25,8.57,473.0,15.76,44.0,125.13,35.0,26.0,left-arm medium-fast,71.0,67.0,31.14,9.08,7.0,1.0,1.0,0.0,17.61,8.0,12.0,24.0,14.0,11.66,28.0,0.0,0.0,0.0,0.0
Daryn Dupavillon,Bowler,right-hand bat,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.88,24.0,79.1,2.0,1.0,right-arm fast,74.0,90.0,21.9,8.0,0.0,1.0,0.0,0.0,0.0,26.0,50.0,11.0,2.0,8.0,4.71,8.0,0.0,0.0,0.0
Matthew Forde,AllRounder,right-hand bat,0.0,4.0,1.142857142857142,0.0,0.0,0.0,52.0,0.0,11.5,7.0,225.0,15.0,25.0,138.88,18.0,12.0,right-arm medium,43.0,50.0,21.34,8.09,0.0,0.0,2.0,0.0,14.8,29.0,8.0,6.0,5.0,17.33,3.0,0.0,0.0,0.0,0.0
Patrick Kruger,AllRounder,right-hand bat,0.0,3.0,1.1,22.55,33.61,29.83,15.4,18.41,20.0,37.4,2055.0,24.17,102.0,128.75,184.0,89.0,right-arm medium,68.0,50.0,25.92,8.69,13.0,18.0,2.0,0.0,0.0,1.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Lahiru Kumara,Bowler,left-hand bat,0.0,1.0,0.621621621621621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.55,19.0,73.21,5.0,1.0,right-arm fast,59.0,79.0,21.75,8.49,2.0,1.0,0.0,0.0,0.0,7.0,29.0,23.0,17.0,0.0,6.0,4.25,0.0,0.0,0.0
Michael Neser,AllRounder,right-hand bat,0.0,4.0,0.992,0.0,18.0,0.0,0.0,0.0,5.6,16.84,739.0,14.21,80.0,124.41,59.0,23.0,right-arm medium-fast,124.0,145.0,23.9,8.46,6.0,5.0,0.0,0.0,12.28,73.0,38.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Ngarava,Bowler,left-hand bat,0.0,2.0,0.848214285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,3.89,47.0,101.8,9.0,4.0,left-arm fast-medium,104.0,113.0,23.45,7.32,1.0,0.0,0.0,0.0,5.66,53.0,39.0,16.0,4.0,3.9,3.77,3.28,0.0,0.0,0.0
Wayne Parnell,Bowler,left-hand bat,0.0,8.0,0.869009584664536,39.5,33.9,19.83,20.88,11.5,11.35,15.26,2200.0,18.48,185.0,123.24,180.0,81.0,left-arm medium-fast,293.0,0.0,8.11,18.7,0.0,0.0,0.0,0.0,17.35,0.0,0.0,0.0,0.0,24.83,23.5,0.0,0.0,0.0,0.0
Keemo Paul,AllRounder,right-hand bat,0.0,2.0,1.087591240875912,0.0,12.5,4.0,37.0,15.14,17.5,18.27,1242.0,17.25,105.0,126.73,72.0,78.0,right-arm fast-medium,110.0,92.0,30.72,9.52,26.0,10.0,3.0,0.0,10.92,2.0,6.0,12.0,33.0,32.4,0.0,0.0,0.0,0.0,0.0
Odean Smith,AllRounder,right-hand bat,0.0,3.0,1.051546391752577,0.0,26.66,8.0,2.0,31.0,15.75,21.33,774.0,17.2,71.0,131.18,52.0,55.0,right-arm fast-medium,93.0,97.0,27.53,10.0,19.0,45.0,4.0,2.0,13.42,0.0,1.0,8.0,18.0,23.8,5.5,0.0,0.0,0.0,0.0
Andrew Tye,Bowler,right-hand bat,0.0,11.0,1.12719298245614,0.0,0.0,0.0,9.0,0.0,42.0,14.0,741.0,12.77,99.0,128.86,48.0,42.0,right-arm medium-fast,243.0,342.0,21.33,8.27,79.0,21.0,0.0,2.0,10.92,0.0,10.0,95.0,135.0,14.09,13.0,0.0,0.0,0.0,0.0
Ajay Ahlawat,AllRounder,right-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corbin Bosch,AllRounder,right-hand bat,0.0,3.0,1.037037037037037,0.0,0.0,31.5,10.0,7.0,12.33,13.0,663.0,18.94,52.0,113.72,55.0,15.0,right-arm fast-medium,73.0,58.0,32.75,8.37,1.0,5.0,4.0,0.0,43.66,6.0,14.0,17.0,11.0,22.66,0.0,0.0,0.0,0.0,0.0
Mayank Gusain,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mukhtar Hussain,AllRounder,right-hand bat,0.0,1.0,0.945945945945945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,21.5,13.0,172.0,11.0,7.0,right-arm medium,36.0,39.0,24.07,7.89,0.0,0.0,0.0,0.0,8.0,19.0,15.0,5.0,0.0,19.25,0.0,0.0,0.0,0.0,0.0
Girinath Reddy,AllRounder,right-hand bat,0.0,0.0,0.9130434782608692,0.0,0.0,0.0,38.5,25.5,16.66,5.66,228.0,19.0,16.0,135.71,12.0,14.0,right-arm medium,21.0,15.0,25.73,7.54,1.0,5.0,1.0,0.0,9.5,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalaj Saxena,AllRounder,right-hand bat,0.0,0.0,1.181818181818181,7.0,16.8,19.0,0.0,0.0,49.0,7.0,688.0,16.78,52.0,88.09,67.0,6.0,"right-arm offbreak, legbreak googly",65.0,77.0,17.75,6.64,26.0,18.0,0.0,0.0,3.0,5.0,3.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Yajas Sharma,AllRounder,right-hand bat,0.0,4.0,1.035714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.37,36.0,77.9,5.0,2.0,right-arm fast-medium,172.0,151.0,31.27,7.83,3.0,1.0,0.0,0.0,0.0,58.0,70.0,16.0,3.0,2.0,4.71,0.0,0.0,0.0,0.0
Sanjay Yadav,AllRounder,left-hand bat,0.0,0.0,1.121212121212121,0.0,0.0,75.0,2.75,26.3,29.33,17.0,546.0,22.75,31.0,118.95,29.0,29.0,slow left-arm orthodox,25.0,21.0,25.23,6.62,3.0,3.0,2.0,0.0,6.5,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Vishal Godara,Bowler,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,right-arm offbreak,0.0,0.0,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eshan Malinga,Bowler,left-hand bat,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,5.0,104.34,0.0,2.0,right-arm fast-medium,16.0,17.0,22.82,7.7,1.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,11.5,0.0,0.0,0.0,0.0
Samarth Nagraj,Bowler,right-hand bat,0.0,1.0,0.757575757575757,0.0,0.0,0.0,0.0,0.0,7.0,0.0,77.0,9.62,13.0,110.0,7.0,1.0,right-arm medium,29.0,35.0,20.37,8.1,2.0,5.0,1.0,0.0,0.0,3.0,5.0,16.0,3.0,6.8,26.0,0.0,0.0,0.0,0.0
Abhishek Saini,Bowler,right-hand bat,0.0,3.0,1.352941176470588,0.0,0.0,26.75,24.33,58.66,31.0,0.0,804.0,30.92,36.0,128.84,61.0,25.0,right-arm medium,39.0,33.0,27.09,7.19,2.0,3.0,0.0,0.0,5.0,0.0,6.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Dumindu Sewmina,Bowler,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right-arm medium-fast,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pradyuman Kumar Singh,Bowler,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Vasu Vats,Bowler,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umang Kumar,AllRounder,right-hand bat,0.0,0.0,1.8,0.0,0.0,80.0,36.0,7.0,0.0,0.0,0.0,123.0,4.0,0.0,13.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Ali,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,28.0,49.0,1.0,0.0,0.0,0.0,right-arm offbreak,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atharva Ankolekar,AllRounder,left-hand bat,0.0,0.0,1.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,18.4,9.0,139.39,1.0,7.0,slow left-arm orthodox,13.0,10.0,29.1,5.93,1.0,2.0,0.0,0.0,23.0,5.0,0.0,0.0,2.0,3.5,0.0,0.0,0.0,0.0,0.0
Vaisakh Chandran,AllRounder,right-hand bat,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right-arm offbreak,0.0,0.0,5.84,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Auqib Dar,AllRounder,right-hand bat,0.0,1.0,2.833333333333333,0.0,0.0,10.0,0.0,29.0,26.0,14.0,0.0,79.0,2.0,0.0,7.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rohit Rayudu,AllRounder,left-hand bat,0.0,0.0,1.466666666666666,0.0,36.0,10.0,48.0,4.0,7.0,0.0,393.0,30.23,16.0,142.39,32.0,18.0,right-arm offbreak,6.0,1.0,67.0,7.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uday Saharan,AllRounder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayush Vartak,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.28,13.0,56.09,1.0,0.0,right-arm medium,39.0,32.0,30.9,8.41,0.0,0.0,0.0,0.0,0.0,21.0,6.0,5.0,0.0,6.0,2.5,7.0,0.0,0.0,0.0
Baba Aparajith,AllRounder,right-hand bat,0.0,0.0,1.450980392156862,22.5,20.0,36.73,22.1,20.0,3.0,0.0,1147.0,27.3,53.0,108.92,80.0,31.0,right-arm offbreak,28.0,17.0,21.41,6.03,5.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sumit Kumar Beniwal,AllRounder,left-hand bat,0.0,1.0,0.621621621621621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.55,19.0,73.21,5.0,1.0,right-arm fast,59.0,79.0,21.75,8.49,2.0,1.0,0.0,0.0,0.0,7.0,29.0,23.0,17.0,0.0,6.0,4.25,0.0,0.0,0.0
Nishunk Birla,AllRounder,right-hand bat,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,slow left-arm orthodox,0.0,0.0,9.56,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Digvijay Deshmukh,AllRounder,right-hand bat,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,2.0,0.0,right-arm fast-medium,0.0,0.0,9.92,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Lakshay Jain,AllRounder,right-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duan Jansen,AllRounder,right-hand bat,0.0,1.0,1.228571428571428,0.0,0.0,0.0,0.0,0.0,5.33,21.71,294.0,15.47,27.0,146.26,23.0,13.0,left-arm fast,40.0,35.0,30.48,8.41,5.0,0.0,0.0,0.0,18.83,1.0,12.0,16.0,1.0,4.33,0.0,0.0,0.0,0.0,0.0
Kritagya Singh,AllRounder,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
P. Vignesh,AllRounder,right-hand bat,0.0,0.0,0.6666666666666661,0.0,23.0,21.0,0.0,0.0,0.0,0.0,42.0,44.0,0.0,0.0,3.0,0.0,right-arm medium-fast,0.0,0.0,5.94,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabhay Chadha,AllRounder,left-hand bat,0.0,0.0,0.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,0,0.0,0.0,11.85,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Ben Howell,AllRounder,right-hand bat,0.0,1.0,1.069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,9.0,133.0,9.5,25.0,88.66,7.0,1.0,right-arm medium,41.0,35.0,19.6,6.4,3.0,0.0,0.0,0.0,1.0,2.0,18.0,8.0,4.0,21.5,7.66,11.0,0.0,0.0,0.0
Hemanth Kumar,AllRounder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rohan Rana,AllRounder,right-hand bat,1.0,0.0,0.5,0.0,91.0,0.0,0.0,0.0,0.0,0.0,80.0,112.0,0.0,0.0,5.0,0.0,0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bharat Sharma,AllRounder,right-hand bat,0.0,1.0,1.444444444444444,16.5,31.66,0.0,0.0,0.0,0.0,0.0,256.0,25.6,11.0,145.45,29.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
